filename	pos	whm.	whm..1	delta	height	height_norm	avg	bgr	sig_to_noise
ATF3_L1PA6-flat80-peaklist.text	5923	5879	5972	93	1.93916143467	1.23046969059	1.06538503079	-0.227771029839	2.12835714024
CHD2_L1PA6-flat80-peaklist.text	5826	5729	5856	127	1.38051144377	1.16813819812	0.80631485603	-0.0060579587717	2.61351805951
KDM1A_L1PA6-flat80-peaklist.text	4608	4548	4662	114	2.61219114129	2.29929864407	1.78549710551	0.133273024389	6.92205824943
KDM1A_L1PA6-flat80-peaklist.text	4749	4713	4794	81	4.04970820425	3.73681570703	2.83486625792	0.474970461033	9.71672653857
KDM1A_L1PA6-flat80-peaklist.text	4905	4846	4964	118	2.58751728405	2.27462478684	1.75526513659	0.234472726821	6.03005052561
KDM1A_L1PA6-flat80-peaklist.text	5496	5455	5517	62	2.06280356888	1.74991107166	1.73308674136	0.91077680116	2.88044953574
KDM1A_L1PA6-flat80-peaklist.text	5653	5625	5681	56	8.56333720202	8.2504447048	6.88034894716	3.10422384109	14.1869612588
KDM1A_L1PA6-flat80-peaklist.text	5796	5732	5836	104	17.2520243245	16.9391318273	12.0320997904	4.16820641663	40.1341300362
KDM1A_L1PA6-flat80-peaklist.text	5920	5899	5947	48	7.02827202493	6.71537952772	5.96135536916	3.02994726066	10.5839169762
KDM6A_L1PA6-flat80-peaklist.text	5653	5619	5683	64	1.81027111709	1.62421831971	1.29485803289	0.38169485482	3.34530243999
KDM6A_L1PA6-flat80-peaklist.text	5793	5743	5837	94	3.84101742791	3.65496463053	2.68679193072	0.6950185346	8.92350219237
KDM6A_L1PA6-flat80-peaklist.text	5921	5896	5949	53	1.32152857484	1.13547577746	1.12975865258	0.565120852503	1.90260858946
POLR2A_L1PA6-flat80-peaklist.text	5742	5664	5772	108	1.46260236093	1.01426907392	0.545198796004	-0.608187277113	1.70332250216
RXRA_L1PA6-flat80-peaklist.text	5924	5878	6067	189	1.59732269009	1.1428170765	0.476994128587	-0.577350827555	1.866673841
YY1_L1PA6-flat80-peaklist.text	88	61	128	67	2.35957603675	1.87157564245	1.75335369478	0.467203690417	2.23023102523
YY1_L1PA6-flat80-peaklist.text	438	415	458	43	2.70996643791	2.2219660436	2.09472747043	0.290515241134	3.17621726187
YY1_L1PA6-flat80-peaklist.text	541	522	618	96	1.50316818225	1.01516778795	1.06883262082	0.319092655928	1.31269555228
YY1_L1PA6-flat80-peaklist.text	5807	5782	5839	57	2.42590325304	1.93790285874	1.60301869803	-0.014111462294	2.57713264455
YY1_L1PA6-flat80-peaklist.text	5922	5898	5952	54	1.8672247383	1.379224344	1.37833908937	0.34890915498	2.0042140695
ZNF143_L1PA6-flat80-peaklist.text	4746	4692	4798	106	1.29315454562	1.03067698994	0.765640118248	-0.0231664733088	3.01403967328
ZNF143_L1PA6-flat80-peaklist.text	5336	5277	5512	235	2.09573348833	1.83325593266	1.08222029636	-0.0619822791704	3.77004472592
ZNF143_L1PA6-flat80-peaklist.text	5810	5728	5860	132	1.59639748237	1.33391992669	1.0003305525	-0.140202972511	3.50118401566
