filename	pos	whm.	whm..1	delta	height	height_norm	avg	bgr	sig_to_noise
ATF3_L1PA5-flat80-peaklist.text	5936	5897	6007	110	3.62232458608	3.02609650422	2.16676418323	-0.252340329951	3.58651284676
CHD2_L1PA5-flat80-peaklist.text	5843	5738	5968	230	1.61755917545	1.47105639022	0.929242444251	0.0133758385289	3.05652958868
CHD7_L1PA5-flat80-peaklist.text	5520	5372	5584	212	1.30795402356	1.13563204055	0.655934213135	-0.163780373099	3.23293494913
CHD7_L1PA5-flat80-peaklist.text	5802	5773	5819	46	1.40306979824	1.23074781523	1.17247234657	0.325271980393	2.66195844344
CTCF_L1PA5-flat80-peaklist.text	5932	5886	6007	121	1.83158221036	1.48131074486	0.578446298514	-0.987132069723	3.36831750194
HDAC2_L1PA5-flat80-peaklist.text	4625	4576	4673	97	1.2268589893	1.04919008668	0.735812611925	-0.0398060869829	2.42539614568
HDAC2_L1PA5-flat80-peaklist.text	4765	4726	4808	82	2.24485499419	2.06718609157	1.57770672409	0.238536684561	3.52289820665
HDAC2_L1PA5-flat80-peaklist.text	5494	5464	5526	62	2.14148918827	1.96382028566	1.64291667292	0.64233978998	2.77119294196
HDAC2_L1PA5-flat80-peaklist.text	5798	5723	5861	138	8.49729942938	8.31963052677	5.65695814677	1.22324028892	13.3171584895
HDAC2_L1PA5-flat80-peaklist.text	5935	5903	5965	62	6.73459022831	6.5569213257	4.91344453812	1.09935763127	11.1687733553
KDM1A_L1PA5-flat80-peaklist.text	4617	4557	4665	108	3.26115190768	2.84825272389	2.27705515562	0.224380877524	7.45484505126
KDM1A_L1PA5-flat80-peaklist.text	4758	4725	4808	83	4.97337087892	4.56047169513	3.55122396682	0.539667681872	10.0371159836
KDM1A_L1PA5-flat80-peaklist.text	4920	4856	4976	120	3.02816131057	2.61526212678	2.04610602167	0.222280998232	6.31835037088
KDM1A_L1PA5-flat80-peaklist.text	5504	5470	5561	91	5.54704986942	5.13415068563	4.48500481095	1.67601884549	7.41826022806
KDM1A_L1PA5-flat80-peaklist.text	5663	5616	5703	87	12.2422571025	11.8293579187	9.75578586537	4.78252778972	17.9685873282
KDM1A_L1PA5-flat80-peaklist.text	5798	5749	5856	107	22.6604012566	22.2475020728	15.7449627133	5.6589750762	42.3566287482
KDM1A_L1PA5-flat80-peaklist.text	5938	5908	5966	58	14.9156496272	14.5027504434	11.741854409	3.77087919286	27.1533324722
KDM6A_L1PA5-flat80-peaklist.text	5491	5461	5565	104	1.35834905589	1.20751916297	1.00757414526	0.26234851174	2.932983924
KDM6A_L1PA5-flat80-peaklist.text	5663	5619	5694	75	2.78555471061	2.6347248177	2.14904427507	0.899109509147	5.89892419254
KDM6A_L1PA5-flat80-peaklist.text	5796	5751	5852	101	5.20484834201	5.0540184491	3.55463595943	1.09097389389	14.6857804136
KDM6A_L1PA5-flat80-peaklist.text	5932	5910	5970	60	3.17265825391	3.02182836099	2.43564868664	0.744562959115	7.94069127948
NANOG_L1PA5-flat80-peaklist.text	5936	5906	6006	100	3.69637663932	3.19867257272	1.77102485408	-0.642271220908	3.69512545749
POLR2A_L1PA5-flat80-peaklist.text	5754	5683	5824	141	2.22018418574	1.76294023016	0.471041566132	-1.34037893492	2.35627420472
RAD21_L1PA5-flat80-peaklist.text	538	499	569	70	1.27711779579	1.10423241175	0.891418738499	0.0536325162113	3.19344920445
RXRA_L1PA5-flat80-peaklist.text	5935	5896	6019	123	3.29623387553	2.7861693589	1.47505640387	-0.946874481283	3.85273383038
USF2_L1PA5-flat80-peaklist.text	5851	5826	5890	64	1.33738734667	1.13199453696	0.941320037751	0.168904928137	4.19671106863
YY1_L1PA5-flat80-peaklist.text	46	19	121	102	1.45295950315	1.04715980775	1.15139390125	0.428230970936	1.40663909475
YY1_L1PA5-flat80-peaklist.text	452	437	467	30	2.14153666078	1.73573696538	1.75708656131	1.02486548548	2.28628211527
YY1_L1PA5-flat80-peaklist.text	525	503	557	54	2.1597431664	1.753943471	1.79881858223	0.852125878342	2.2979474879
YY1_L1PA5-flat80-peaklist.text	5481	5454	5514	60	1.75724726996	1.35144757456	1.00156900307	-0.514567022197	4.0943217866
YY1_L1PA5-flat80-peaklist.text	5814	5791	5843	52	2.28610714255	1.88030744715	1.39207204922	-0.269090654317	4.22700016662
YY1_L1PA5-flat80-peaklist.text	5938	5899	6001	102	3.08573495461	2.67993525921	1.52984392071	-0.154701935176	6.69800357556
ZNF143_L1PA5-flat80-peaklist.text	317	277	346	69	2.59564120552	2.21926944051	1.78894768263	0.267094141046	6.73037184044
ZNF143_L1PA5-flat80-peaklist.text	872	840	945	105	1.61371919324	1.23734742823	1.01539586215	0.0211280465763	4.53622628595
ZNF143_L1PA5-flat80-peaklist.text	5347	5309	5379	70	2.93595374186	2.55958197686	2.12586754914	0.597662048635	6.9176196741
ZNF143_L1PA5-flat80-peaklist.text	5501	5426	5530	104	2.42070707047	2.04433530546	1.78722462611	0.61860499834	4.12301985437
