filename	pos	whm.	whm..1	delta	height	height_norm	avg	bgr	sig_to_noise
ATF3_L1PA3-flat80-peaklist.text	5999	5922	6022	100	1.88540507151	1.32268396683	1.0205940557	-0.497828866635	3.07260724544
CHD2_L1PA3-flat80-peaklist.text	460	369	659	290	2.59114538152	2.52111781228	1.64994412857	0.111665140533	4.42964509223
CTCF_L1PA3-flat80-peaklist.text	555	452	653	201	1.81966914913	1.55221403901	0.90784253367	-0.0559341092378	2.68103749505
EGR1_L1PA3-flat80-peaklist.text	403	328	571	243	2.07059190803	1.89609823928	1.02940528138	-0.391354601188	5.81433621972
EP300_L1PA3-flat80-peaklist.text	460	358	594	236	1.93293028757	1.69808481919	1.3161053959	-0.195426109929	2.50062930401
GTF2F1_L1PA3-flat80-peaklist.text	460	370	659	289	1.38803374123	1.33367025338	0.95246086648	0.0982186407302	3.41395652036
HDAC2_L1PA3-flat80-peaklist.text	404	373	441	68	1.21372003243	1.0041039864	0.932632445053	0.450591822334	1.62105026969
HDAC2_L1PA3-flat80-peaklist.text	4773	4737	4812	75	1.70437004161	1.49475399558	1.30839670265	0.471836092693	2.4894613733
HDAC2_L1PA3-flat80-peaklist.text	5819	5747	5861	114	5.54934648855	5.33973044252	3.88251069213	0.912626231887	9.48823746496
HDAC2_L1PA3-flat80-peaklist.text	5942	5899	5999	100	3.60932996802	3.39971392199	2.54548689585	0.741081360662	5.76864053493
JUND_L1PA3-flat80-peaklist.text	410	368	598	230	1.90236716095	1.74664920698	1.32735108739	0.11852588068	2.80852389015
KDM1A_L1PA3-flat80-peaklist.text	4633	4564	4686	122	2.35727847915	1.8190650635	1.63336650522	0.341564395687	3.99836655256
KDM1A_L1PA3-flat80-peaklist.text	4765	4731	4819	88	3.97431303816	3.43609962251	3.08376879173	0.986865981802	5.3202440956
KDM1A_L1PA3-flat80-peaklist.text	4920	4861	4968	107	2.24038448422	1.70217106857	1.69149797657	0.430411205766	3.12898269541
KDM1A_L1PA3-flat80-peaklist.text	5510	5478	5564	86	3.81754046856	3.27932705292	3.21856420575	1.57449006832	3.43364947802
KDM1A_L1PA3-flat80-peaklist.text	5678	5629	5713	84	9.12184402127	8.58363060562	7.46544281222	3.86945826205	9.96840460494
KDM1A_L1PA3-flat80-peaklist.text	5805	5764	5859	95	15.5570036728	15.0187902571	11.7327763425	4.77772583069	21.7681468219
KDM1A_L1PA3-flat80-peaklist.text	5951	5904	5991	87	9.10982168299	8.57160826734	6.9533705041	2.69863660627	12.7166158071
KDM6A_L1PA3-flat80-peaklist.text	5670	5623	5711	88	1.60770756559	1.32594028843	1.27644960861	0.50655997735	3.33468395772
KDM6A_L1PA3-flat80-peaklist.text	5812	5766	5851	85	3.36518526326	3.0834179861	2.46029299341	0.72365583259	9.31400674108
KDM6A_L1PA3-flat80-peaklist.text	5951	5916	5996	80	1.7292509017	1.44748362454	1.34315152327	0.378861592051	4.25768158983
NANOG_L1PA3-flat80-peaklist.text	404	371	487	116	8.86308488373	8.26030285066	5.74428448396	1.81377408106	6.83148158696
NANOG_L1PA3-flat80-peaklist.text	554	495	681	186	5.80629419474	5.20351216167	4.10295742239	1.6704618899	3.30249573383
PHF8_L1PA3-flat80-peaklist.text	401	359	470	111	1.99135358146	1.75981116477	1.25538670925	0.248533655425	2.76004103875
POLR2A_L1PA3-flat80-peaklist.text	101	23	133	110	4.06138833766	3.78534964225	2.60980020097	0.621637474162	2.74703935747
POLR2A_L1PA3-flat80-peaklist.text	411	364	502	138	7.80619009347	7.53015139806	4.68587481519	1.16019816102	5.14217968728
POLR2A_L1PA3-flat80-peaklist.text	561	530	592	62	4.34811860308	4.07207990767	3.14930204358	0.934497355649	2.70960629987
POLR2A_L1PA3-flat80-peaklist.text	5761	5696	5791	95	1.45142872735	1.17539003195	0.180261336264	-1.43210611249	2.1651716176
RAD21_L1PA3-flat80-peaklist.text	564	379	677	298	4.12762288063	3.96400298827	2.47563254946	0.154936435028	5.98650788461
REST_L1PA3-flat80-peaklist.text	404	354	523	169	1.25006806045	1.10593373627	0.702220356032	-0.12492931542	2.48488292473
RXRA_L1PA3-flat80-peaklist.text	468	373	503	130	2.48842647614	2.01839591044	1.81239799938	0.618147367326	1.60351319482
RXRA_L1PA3-flat80-peaklist.text	554	510	642	132	2.52031249566	2.05028192996	1.72914655206	0.738114345516	1.4186322992
SIN3A_L1PA3-flat80-peaklist.text	581	376	720	344	1.31828252062	1.24371774056	0.844034899842	0.0570385566829	3.97370150646
SP1_L1PA3-flat80-peaklist.text	461	381	527	146	4.91130659095	4.70076358619	3.63797680185	1.61967351864	5.32350339807
SP1_L1PA3-flat80-peaklist.text	566	531	612	81	3.99416415506	3.7836211503	3.39818469582	1.67767619794	4.68878555537
TAF1_L1PA3-flat80-peaklist.text	107	16	135	119	2.76179357802	2.60290279381	1.98399141587	0.442396647246	3.40781591845
TAF1_L1PA3-flat80-peaklist.text	403	359	597	238	7.02330865933	6.86441787512	4.40605311067	0.431867307817	11.5788844476
TBP_L1PA3-flat80-peaklist.text	460	380	511	131	1.96014537988	1.94054723865	1.53953660761	0.770630466824	2.68866371769
