filename	pos	whm.	whm..1	delta	height	height_norm	avg	bgr	sig_to_noise
ATF3_L1PA4-flat80-peaklist.text	5940	5894	6033	139	2.13138315809	1.56645586187	0.969187565722	-0.853931342231	3.24503627245
CHD2_L1PA4-flat80-peaklist.text	411	386	444	58	1.15513839416	1.02503502262	0.82911262328	0.114572492926	2.38144212101
CHD2_L1PA4-flat80-peaklist.text	524	489	635	146	1.19481869788	1.06471532633	0.734403786836	0.110812662742	2.35000444713
CHD7_L1PA4-flat80-peaklist.text	5525	5468	5657	189	1.29296016208	1.06195593356	0.625875071854	-0.10277377024	3.25920244725
HDAC2_L1PA4-flat80-peaklist.text	4766	4729	4809	80	2.05513646699	1.88395891174	1.5007988924	0.328976896311	3.56757428743
HDAC2_L1PA4-flat80-peaklist.text	5495	5468	5527	59	1.76904490217	1.59786734693	1.3345417336	0.479891627328	2.67848279082
HDAC2_L1PA4-flat80-peaklist.text	5821	5745	5856	111	7.48870231829	7.31752476304	5.2291901188	1.23714396955	13.0081200914
HDAC2_L1PA4-flat80-peaklist.text	5940	5901	5971	70	5.54736709816	5.37618954291	4.01297032275	1.17460939215	9.29126815207
KDM1A_L1PA4-flat80-peaklist.text	4621	4563	4671	108	2.95832247263	2.52467222625	2.08772048625	0.340960597228	6.61072497221
KDM1A_L1PA4-flat80-peaklist.text	4762	4730	4810	80	4.72938682748	4.29573658111	3.4390452859	0.791999307803	9.42894099857
KDM1A_L1PA4-flat80-peaklist.text	4918	4859	4969	110	2.61424632112	2.18059607475	1.7229665989	0.309764608537	5.45369309354
KDM1A_L1PA4-flat80-peaklist.text	5510	5476	5563	87	5.02543499558	4.5917847492	4.09001974842	1.59653762422	6.82523643991
KDM1A_L1PA4-flat80-peaklist.text	5667	5623	5709	86	10.6105983538	10.1769481074	8.65386444512	4.77164942587	14.8574040035
KDM1A_L1PA4-flat80-peaklist.text	5802	5765	5850	85	20.5973071494	20.163656903	15.6882626469	6.0427398795	37.3959681327
KDM1A_L1PA4-flat80-peaklist.text	5948	5907	5972	65	13.5994419577	13.1657917114	10.5171778284	3.75246480792	24.8884840852
KDM6A_L1PA4-flat80-peaklist.text	5507	5468	5564	96	1.16587548857	1.03820247017	0.863881462392	0.180432673855	3.25673101534
KDM6A_L1PA4-flat80-peaklist.text	5655	5614	5708	94	2.25343308749	2.12576006909	1.79418550161	0.802160024856	5.09582461915
KDM6A_L1PA4-flat80-peaklist.text	5802	5766	5848	82	4.7043185605	4.57664554211	3.49081546068	1.11620921346	13.0875715705
KDM6A_L1PA4-flat80-peaklist.text	5948	5908	5972	64	2.73429140671	2.60661838831	2.10095414	0.708481281693	7.23591783048
NANOG_L1PA4-flat80-peaklist.text	411	386	436	50	4.99696798905	4.43970691835	3.63121508193	0.441764500422	4.31147110576
NANOG_L1PA4-flat80-peaklist.text	520	490	635	145	2.8655731498	2.30831207909	2.11452124591	0.492529808828	1.86830469461
NANOG_L1PA4-flat80-peaklist.text	5940	5910	6014	104	2.62413473651	2.06687366581	0.985605684947	-0.866138063597	2.99641931358
POLR2A_L1PA4-flat80-peaklist.text	413	390	437	47	4.10443795358	3.80090185194	3.01016186839	0.543013077358	3.12825000882
POLR2A_L1PA4-flat80-peaklist.text	5760	5676	5804	128	2.12522465482	1.82168855318	0.239591617362	-1.9501919036	3.22743467146
RAD21_L1PA4-flat80-peaklist.text	413	386	438	52	1.30786664303	1.13446301925	0.941863664412	0.147955315291	2.60682275126
RAD21_L1PA4-flat80-peaklist.text	524	490	636	146	1.99441158265	1.82100795887	1.40982219565	0.196834060385	3.48849007387
RXRA_L1PA4-flat80-peaklist.text	5940	5894	6082	188	2.28253603077	1.87381149357	0.689236943401	-0.98516630216	1.96593087438
SP1_L1PA4-flat80-peaklist.text	414	388	444	56	2.0538519246	1.81879385496	1.42278016546	0.163066986748	4.27265037013
SP1_L1PA4-flat80-peaklist.text	519	482	621	139	1.99810915568	1.76305108605	1.33051377875	0.13226250713	3.57415539177
TAF1_L1PA4-flat80-peaklist.text	414	388	442	54	3.56790027045	3.32145579658	2.51950644611	0.28594417936	4.76495160163
TAF1_L1PA4-flat80-peaklist.text	519	486	585	99	2.38893918323	2.14249470936	1.55457984291	0.357297165368	3.09018473872
TCF12_L1PA4-flat80-peaklist.text	414	385	442	57	1.40263031592	1.14189312295	0.951127267862	0.0298078840184	2.24316107768
YY1_L1PA4-flat80-peaklist.text	35	10	107	97	3.93162752516	3.51664878417	2.41199821285	0.320671545499	4.61080591559
YY1_L1PA4-flat80-peaklist.text	414	387	444	57	7.08211245382	6.66713371284	4.94481363926	0.652120541287	7.93518425679
YY1_L1PA4-flat80-peaklist.text	524	487	586	99	5.96676595467	5.55178721369	4.17582331972	0.63491426389	6.16991946738
YY1_L1PA4-flat80-peaklist.text	5818	5791	5847	56	1.87826060088	1.46328185989	0.937230540323	-0.635852712657	2.86735514103
YY1_L1PA4-flat80-peaklist.text	5940	5899	6006	107	1.72071334922	1.30573460824	0.819303424082	-0.19800633091	2.10982825987
ZNF143_L1PA4-flat80-peaklist.text	279	223	366	143	1.48123694084	1.22367841148	1.03925163059	0.167508012731	3.05036253588
ZNF143_L1PA4-flat80-peaklist.text	862	776	902	126	4.36810865207	4.11055012271	2.5643574973	0.0697899475932	10.0053951378
ZNF143_L1PA4-flat80-peaklist.text	5363	5268	5440	172	3.28212895154	3.02457042217	2.0465826394	0.268530637865	6.97663941819
ZNF143_L1PA4-flat80-peaklist.text	5507	5453	5536	83	1.89623457236	1.638676043	1.37236947951	0.332877961575	3.72878566431
