filename	pos	whm.	whm..1	delta	height	height_norm	avg	bgr	sig_to_noise
CHD2_L1PA2-flat80-peaklist.text	219	161	300	139	1.24604763325	1.19057036735	0.935968334753	0.192568609939	2.94144133334
CHD2_L1PA2-flat80-peaklist.text	447	360	657	297	3.63623779704	3.58076053113	2.20323226162	0.231862006001	10.4770939466
CTCF_L1PA2-flat80-peaklist.text	553	452	641	189	2.10445564967	1.81219826851	1.15874524973	0.136915757212	2.36239522482
EGR1_L1PA2-flat80-peaklist.text	384	308	532	224	3.26232618058	2.98157192361	1.77533109987	-0.344644263218	7.19306213706
EP300_L1PA2-flat80-peaklist.text	458	351	596	245	2.9501997423	2.66345833398	1.99492661934	-0.0800851396729	4.47326489743
GABPA_L1PA2-flat80-peaklist.text	412	328	590	262	1.89162313966	1.64865941339	1.26601279995	0.094518180677	2.33397529275
GTF2F1_L1PA2-flat80-peaklist.text	458	355	672	317	2.06008530243	2.03011140932	1.2830534888	0.07107487623	5.77830987792
HDAC2_L1PA2-flat80-peaklist.text	402	367	492	125	1.75755706461	1.33220168879	1.29449441815	0.553680136529	2.18820586217
HDAC2_L1PA2-flat80-peaklist.text	5694	5619	5731	112	3.51066388403	3.08530850822	2.47600459259	0.643878358928	5.95399645233
HDAC2_L1PA2-flat80-peaklist.text	5815	5759	5861	102	2.87944397358	2.45408859776	2.05396941055	0.464151801111	4.88897594265
JUND_L1PA2-flat80-peaklist.text	414	367	581	214	2.89130984482	2.79504022112	1.92966520776	0.484683093481	5.44351314288
KDM1A_L1PA2-flat80-peaklist.text	4509	4439	4554	115	1.5980658609	1.04973460618	1.20681872968	0.250906556044	2.46132380712
KDM1A_L1PA2-flat80-peaklist.text	4636	4594	4690	96	2.70434057029	2.15600931557	2.04728914686	0.696181911126	3.95607044853
KDM1A_L1PA2-flat80-peaklist.text	5394	5346	5437	91	2.36762347123	1.81929221651	1.93933596079	0.942555136981	2.53512319458
KDM1A_L1PA2-flat80-peaklist.text	5552	5507	5580	73	5.2712374183	4.72290616358	4.51234834036	2.9480532517	4.14068947861
KDM1A_L1PA2-flat80-peaklist.text	5682	5643	5720	77	10.0362599569	9.48792870219	8.10268005904	4.03778374416	13.3661800814
KDM1A_L1PA2-flat80-peaklist.text	5815	5763	5854	91	7.17176984068	6.62343858596	5.67334768923	2.45275419852	9.11280502598
KDM6A_L1PA2-flat80-peaklist.text	223	188	290	102	1.71067775578	1.53361234661	1.33652923472	0.49169916777	3.83553757567
KDM6A_L1PA2-flat80-peaklist.text	410	376	436	60	1.52048753345	1.34342212428	1.22033926843	0.628890282276	3.02302324141
KDM6A_L1PA2-flat80-peaklist.text	5682	5644	5723	79	2.41053926492	2.23347385575	1.81260708825	0.666997469082	6.61522306991
KDM6A_L1PA2-flat80-peaklist.text	5815	5783	5859	76	1.47840133107	1.3013359219	1.15743986974	0.370754212665	3.69812619335
MAFK_L1PA2-flat80-peaklist.text	402	347	573	226	1.33913848579	1.23070417373	0.81588412861	0.0706185540763	3.58393501221
MYC_L1PA2-flat80-peaklist.text	449	353	589	236	1.53758900409	1.45736645215	0.969906105198	0.0569202248723	4.03036985913
NANOG_L1PA2-flat80-peaklist.text	402	365	485	120	12.2901785105	11.7401403134	8.33075612725	2.67769833064	9.3244267246
NANOG_L1PA2-flat80-peaklist.text	552	525	680	155	6.47016691515	5.92012871805	5.03895206405	2.32964362447	2.71315316464
PHF8_L1PA2-flat80-peaklist.text	58	31	126	95	2.20047229378	2.01639337648	1.76309806234	0.881450955579	1.76562463844
PHF8_L1PA2-flat80-peaklist.text	228	173	290	117	3.3844700207	3.2003911034	2.80956424961	1.26565945436	3.1587065893
PHF8_L1PA2-flat80-peaklist.text	400	340	448	108	3.3058588173	3.1217799	2.33397349443	0.6015945435	4.51192502595
POLR2A_L1PA2-flat80-peaklist.text	104	23	151	128	5.93224417245	5.56917793368	4.58762701785	2.08384722453	2.70153835024
POLR2A_L1PA2-flat80-peaklist.text	409	359	443	84	13.3727359557	13.0096697169	9.77413759114	3.37958018313	7.91388055536
POLR2A_L1PA2-flat80-peaklist.text	559	555	578	23	5.25765414142	4.89458790265	4.68459485612	3.20669489139	1.71734008026
RAD21_L1PA2-flat80-peaklist.text	554	376	669	293	4.95216089031	4.86271421629	3.29195107496	0.811614220485	8.39138446182
RAD21_L1PA2-flat80-peaklist.text	773	738	811	73	1.49506466645	1.40561799243	1.28216627028	0.649642604497	2.12027467118
REST_L1PA2-flat80-peaklist.text	403	324	514	190	1.8719650106	1.66915126536	1.0682413021	-0.108171062818	3.59139440123
RXRA_L1PA2-flat80-peaklist.text	458	370	500	130	3.45921381308	2.95024403629	2.68032426186	1.15135303596	2.02515959603
SIN3A_L1PA2-flat80-peaklist.text	458	381	500	119	1.44135109496	1.34093629333	1.15556025623	0.588419495264	2.02130839472
SIN3A_L1PA2-flat80-peaklist.text	579	504	683	179	1.66462376126	1.56420895963	1.33914393819	0.526420325424	2.95413990006
SP1_L1PA2-flat80-peaklist.text	458	349	643	294	7.05541732279	6.81991133556	4.36693949986	0.0965407695035	10.5757968
TAF1_L1PA2-flat80-peaklist.text	34	18	140	122	4.53713969922	4.30670553191	3.81874319505	1.90975908457	2.95157769301
TAF1_L1PA2-flat80-peaklist.text	226	171	287	116	5.36856635481	5.1381321875	4.48089839064	2.26822951549	4.5065660368
TAF1_L1PA2-flat80-peaklist.text	400	348	538	190	11.4096418129	11.1792076456	7.84064916482	0.926123303572	23.5458139828
TAF7_L1PA2-flat80-peaklist.text	414	351	505	154	1.41865147413	1.16769744151	0.895080865641	-0.0511461480114	2.20152967575
TBP_L1PA2-flat80-peaklist.text	226	158	297	139	1.54309445925	1.50664909169	1.16888468655	0.230987194283	2.64675756774
TBP_L1PA2-flat80-peaklist.text	458	354	680	326	2.89723775741	2.86079238985	1.97329926656	0.152700645486	5.46961585246
TCF12_L1PA2-flat80-peaklist.text	402	338	589	251	3.81613658464	3.55467883555	2.43664198016	0.480828497145	6.7616625848
USF1_L1PA2-flat80-peaklist.text	5828	5755	5873	118	3.18124287161	2.90099881928	1.82316057217	-0.0427751026719	5.15897907491
YY1_L1PA2-flat80-peaklist.text	34	12	136	124	17.079184119	16.5515778882	11.4038269348	4.31198229321	20.0025096032
YY1_L1PA2-flat80-peaklist.text	202	184	254	70	7.65586772314	7.12826149237	6.81195739063	4.43981056372	4.85498461979
YY1_L1PA2-flat80-peaklist.text	450	363	581	218	28.6235693333	28.0959631025	15.8331418919	1.1723823099	45.2913515067
ZNF143_L1PA2-flat80-peaklist.text	219	167	285	118	1.30638509185	1.18795346716	1.03648442856	0.402800397441	1.59494810223
ZNF143_L1PA2-flat80-peaklist.text	401	355	484	129	2.36739753884	2.24896591415	1.93160262071	1.19128708158	2.14822664194
ZNF143_L1PA2-flat80-peaklist.text	568	523	675	152	1.79445228733	1.67602066265	1.47060937491	0.783847303571	1.93257269588
ZNF143_L1PA2-flat80-peaklist.text	5212	5172	5262	90	6.65550144792	6.53706982323	4.18513185048	0.281195599448	14.4476277611
